number,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
14985,56a1efb30499b4dffd45c8d655199b11,arts_and_craftmanship,60,778,2,100,22,2,15
14986,31dc242ed95b9fdccc80ecbc5cecf132,sports_leisure,53,485,1,400,52,7,12
14987,42ef2bdec0493fd90852352fcfbf2c24,computers_accessories,58,202,1,850,32,19,19
14988,580cb7f00ab0b9491a97512d65a42c29,sports_leisure,25,650,1,150,16,16,20
14989,4484613f25262431c6a51a6a2faaa2e2,auto,52,293,3,100,24,2,17
14990,1c5507038caa58651b5f07b729f97774,fashion_bags_accessories,45,826,1,150,16,5,16
14991,6d59a3fe3140425fb175cdd1e688dc2e,furniture_decor,57,351,1,400,30,10,30
14992,07f7c5fe95aa4a3b8ea56a5119546939,health_beauty,54,453,1,30000,55,75,61
14993,fb3c5fa9f6bc0732298e9a5108984d81,pet_shop,37,1091,2,150,16,16,15
14994,3a7c9b0413d7b9cc7f4a18318fc5afb3,cool_stuff,52,797,2,1500,50,40,30
14995,29f5540c79dd4bb8f156df4e1166b9f4,computers_accessories,57,810,1,945,23,13,26
14996,482c25dc8512547962854dfff5ac057b,home_construction,58,539,1,544,22,13,18
14997,36ba42dd187055e1fbe943b2d11430ca,bed_bath_table,53,528,1,0,30,25,30
14998,bb4580d57d11614d91c391c557e27372,health_beauty,43,237,1,100,25,15,20
14999,1c93cf120c0711a9ba9f0a188a52f649,auto,31,676,2,9850,39,49,42
15000,c7f00fc7c45096568acd0e79ade90e64,sports_leisure,28,395,1,6192,38,37,38
15001,aea06073397f809424f946979354c9f0,pet_shop,43,779,1,300,16,16,16
15002,6410668313e664e438837bf86363fcb9,fashion_bags_accessories,42,469,5,100,16,9,11
15003,83fb98f2457985e6333f2e307adc5864,,,,,1800,21,13,40
15004,0ee7a6e1cd4ecf72e711a2f68b4d8d2e,computers_accessories,42,796,1,1000,31,12,11
15005,0160814e8c847c018da9cf3e01c271be,health_beauty,52,1363,1,400,16,19,11
15006,b3b0bce74668bf355cbd94db1e4d17b9,computers_accessories,44,1133,2,200,36,15,21
15007,afbe1e973aefbf72a330e3bc72d4b476,bed_bath_table,56,501,3,1450,45,15,35
15008,d7474b7ea7868cefdb2dba4e92345505,toys,56,237,2,400,18,6,15
15009,ebe0c263e693796f0738dc56bba6e9ce,home_confort,52,275,2,1200,45,15,35
15010,e3bd2ba2e216fa0564d0b344b0bdbb51,construction_tools_safety,59,1236,2,1936,17,12,13
15011,3c242072afadf856cb9471ea7ead620d,toys,40,742,2,400,20,20,20
15012,e5ae72c62ebfa708624f5029d609b160,computers_accessories,60,367,1,156,18,12,15
15013,d30115c5c4af6437de4bbf9faa668de1,bed_bath_table,43,124,1,250,40,4,30
15014,7dca7157b8f883274a06fda9cec3fed5,baby,58,1400,7,17550,84,50,25
15015,9d014ce7c9f42f5d675f893d6abf1339,baby,53,361,2,5125,34,32,31
15016,1083861ebae6fec08fdafe497cae7061,perfumery,41,221,1,465,19,13,16
15017,42f25a7251d847a86c1849731bf166ff,electronics,59,1413,2,450,16,16,11
15018,bc055ae94989497c0d66bfa4263ccf61,computers_accessories,49,544,1,150,24,12,13
15019,98aaaedf37ab737ac27a285b011f42cb,construction_tools_construction,60,339,1,7125,27,7,27
15020,c0205b35b5e0f162b0dcc48572223b72,perfumery,51,389,1,400,19,11,17
15021,c801dac0ec4865c5d42cf44b03a7d626,bed_bath_table,49,639,1,850,20,12,20
15022,9cbe4a1fd4db99c14512e9b2ff033ec4,bed_bath_table,46,113,1,500,40,4,30
15023,d5fed880134ce611f8890b37cb996626,toys,60,852,2,600,30,13,22
15024,e9ba3ec00ccd563b43e5de69a74a43d7,watches_gifts,48,767,3,200,16,13,13
15025,253ef56cd52d920f8066748da224c5eb,health_beauty,47,1936,1,450,26,11,11
15026,41b7b870b6097bb62f462bc0af141d0d,furniture_decor,60,1492,3,2450,105,3,70
15027,ba0d96843168100e2fd264b21cec7f88,electronics,60,514,1,100,17,17,17
15028,78d622eda7a1b229d04311074b1029aa,office_furniture,55,2368,1,17950,58,28,58
15029,4f897da4ce74100b6cedfb66916f205d,bed_bath_table,33,254,2,1050,40,10,30
15030,ba4bfbf74dbe7ab37e263b9326da0523,sports_leisure,60,521,1,650,24,10,20
15031,2f2242912bd9f5bde4a86e128e8905d7,telephony,53,520,1,100,16,6,15
15032,93a83432d2185acac6bd174787ada7fe,auto,24,388,1,600,21,8,29
15033,80193ccd40cf27a70af5f819fdfafe84,furniture_living_room,58,731,1,4900,60,27,20
15034,d04857e7b4b708ee8b8b9921163edba3,computers_accessories,33,1127,2,450,16,4,20
15035,69b45497bec8e36af6fd1a31b2cd8f9f,home_appliances,51,3134,8,950,45,14,35
15036,2ec4063419591b373f7990da94fb2c6c,telephony,44,375,2,50,20,20,20
15037,96a77357ef9245d263e1edc51efb22e3,perfumery,45,129,1,350,16,7,12
15038,98495a200164656ae8cbfe649729ba4d,bed_bath_table,41,451,1,1000,70,20,50
15039,fb306b50f9757b8b49a3d45b4099d929,health_beauty,54,525,2,95,13,9,10
15040,87d6047f661dc87643c40612a6eff3b3,furniture_decor,52,200,2,1150,25,23,25
15041,9afaad66aca8b0c79e4f084a89c9c92b,telephony,44,965,3,150,20,7,14
15042,98f0299580af2f970c0297c4610292ed,furniture_decor,51,1570,4,592,21,18,20
15043,f75230cc54f53a6bf3e421423746b0bd,auto,58,695,6,6050,47,19,23
15044,fcf28afb1353f2f12ea041dd74954226,telephony,59,818,5,300,17,4,12
15045,409ef6c18dc35c39c6adb767e35dd7d0,computers_accessories,60,343,3,100,18,5,13
15046,d4b661be8b76e69ca42c154a5bd3a2db,sports_leisure,35,420,1,947,28,26,25
15047,ca349c4d87c594b4995fcc4fa9c0b77b,health_beauty,45,374,3,200,20,3,30
15048,0836db91ee8fd88d685b5a57bed9ede0,,,,,6600,57,12,37
15049,9d2aec014bec7cd8ece6fbf4e6709326,furniture_decor,55,203,1,900,40,2,30
15050,d06368341277bf3414bd8e3b2b13189b,toys,33,1936,1,2150,33,23,33
15051,efaeb3361423a3cb388b7bf8741ca075,bed_bath_table,53,153,1,1800,42,7,35
15052,3ae08df6bcbfe23586dd431c40bddbb7,watches_gifts,63,1642,3,300,16,16,16
15053,adb222a419f860c97ca8be0aa6f12212,furniture_decor,63,395,1,850,25,5,20
15054,aa5d6a9bd4be367ae1a3a29c323c7c11,sports_leisure,60,3767,1,120,30,15,15
15055,a0e45a99e446ebadec0421e41666235b,health_beauty,45,1480,1,650,16,100,11
15056,c9d1849f97b6fe404378805a105d64ec,housewares,48,1204,7,600,27,13,27
15057,43158180e30b3c0c252049265370d7b1,housewares,54,919,9,9660,31,37,25
15058,d1fc0dff48c9a776491905b01509cf67,housewares,52,191,1,450,17,14,19
15059,98712b7f46e0fe4f4da2f7df1b9231a7,small_appliances,41,450,1,350,16,16,28
15060,d54b8b3e6a22392ddd16ba363069e778,telephony,30,305,1,100,19,3,11
15061,5b2a0acb44aa8701a7b2ae662c51b3f9,electronics,49,595,2,473,19,10,15
15062,c3d0861113018ae43eaf47fcf5f0229b,furniture_decor,44,244,1,669,36,21,32
15063,ce374bee07166a6ac0a9bb103c8046f0,telephony,47,159,2,200,20,5,12
15064,ad40d166fe5dd229396bf570cd30fdbe,furniture_decor,46,2215,2,600,65,13,11
15065,b342efe893c9d54f8cf0fe3424bb6b5a,sports_leisure,49,568,1,150,26,16,16
15066,dca8fff28c213d08f5893aeb47b224b7,auto,59,703,5,6050,47,19,23
15067,fb2de9a32cc54074433e9adcc092a20f,watches_gifts,57,706,2,700,16,12,12
15068,6b119e825230e877b98f89b47081bc52,fashion_bags_accessories,60,403,4,150,16,9,20
15069,62cf23497081c863dc4b2935c279d5a0,bed_bath_table,57,635,1,2700,20,15,20
15070,86d2c13e1ce5c85177a6e7729892b501,cool_stuff,37,288,2,5400,52,44,27
15071,73b6ae51b2f37b5926d95f4c12e6c7ac,furniture_decor,56,1699,2,800,60,7,11
15072,274bc3c5b0b7fbc7fb99bb87af4c0535,sports_leisure,36,116,1,372,21,14,18
15073,4650fae75d852ddfada4751f6f02481a,perfumery,30,138,1,100,20,5,20
15074,f29675e9d91d8e0451ced31708497904,baby,41,1271,1,6200,40,35,35
15075,3ea30fb7b4c6d17f44c1594a713c224c,bed_bath_table,60,166,1,1100,34,7,32
15076,b05fae603a3a28a977633c139cece058,bed_bath_table,52,235,1,525,39,14,33
15077,07f40f14df320969f0bb8cfc5cff5d3b,fashion_bags_accessories,35,147,2,100,16,6,11
15078,e304baa7e35c6643dc6a3d39bcebe78f,housewares,18,54,2,300,25,10,16
15079,de01db017586d557505e72625f9f49d4,bed_bath_table,58,696,1,2600,42,11,36
15080,867901d7e8488fb97f1fb538c09d476e,housewares,49,442,3,6750,35,26,25
15081,daef14e7336419f51236c2765332b13f,health_beauty,54,3019,1,1300,19,19,19
15082,278348d4c3a557e1eb4d99983f9edba8,pet_shop,41,87,1,3550,34,11,30
15083,30caacf4dfc199dc577a9627395a881d,costruction_tools_garden,40,571,2,650,20,16,20
15084,47488bf996fd46283813059897e71e1e,diapers_and_hygiene,42,935,3,750,28,15,12
15085,c12f337b7701b3ed6ff08588e9bfed27,fixed_telephony,49,1758,1,105,14,10,15
15086,31666362dfd77bdc5d7777b463acfe68,home_appliances,56,924,2,450,60,8,36
15087,79fec71eb756eeb2aae28e8cb4488703,stationery,52,343,1,650,17,27,27
15088,8a980dfdaa65705c68887400af28534e,garden_tools,54,1529,1,650,20,20,20
15089,9ebcdd5c31b8449a7c4f89971715add2,computers_accessories,42,1110,2,275,19,5,16
15090,f77e97047148a84a38320c4a7583a594,air_conditioning,56,375,1,1750,20,30,20
15091,94e6d7727bd670351f1a806a221d1dba,bed_bath_table,55,134,2,1300,50,5,50
15092,7dc0fd89c290eb0b3e5253d19be59f6f,,,,,800,20,25,20
15093,0bd7e7a520ec0ac94f95b47cecc844d6,furniture_decor,24,1405,3,200,35,2,25
15094,550614095d4a8d359bf569ea168fe053,watches_gifts,35,446,3,250,22,17,17
15095,14008a0b9bfe0535dfa17f80988553de,stationery,55,224,2,350,24,7,14
15096,20f9d67f27a7593da8c9e8981d4f81c8,bed_bath_table,59,95,1,500,20,10,15
15097,c9c17daba4c29b78df3b2b268528c713,housewares,53,362,1,5250,40,11,23
15098,66cb5d52ba7199e42ba7e52b1d36493f,sports_leisure,50,3290,1,500,20,20,20
15099,35535e9b73528a87eb39b134a72a6544,computers_accessories,52,1128,3,1000,25,25,25
15100,9d72e48d483b01cd07024793995aa30b,cool_stuff,52,330,1,1700,33,44,19
15101,678f396917aa6966b51489693705dc13,auto,45,1136,2,300,30,11,16
15102,5f30303a0e011f4746c76054639a2afb,baby,45,235,2,9400,75,15,50
15103,5cb51e5de546a11f68d85ad8cfbc5563,telephony,56,845,1,250,27,5,20
15104,c72d57da8ba2412527531d97106eb8ef,telephony,53,1311,2,50,18,6,11
15105,735bfbf42adf674ab05553909b0b92af,baby,35,964,1,170,19,12,14
15106,6672a09b75e37e87703b1d4f221029e7,musical_instruments,41,219,5,200,16,16,16
15107,45d4196235c1b60079661a91a68361e8,consoles_games,58,1491,1,250,23,17,23
15108,6dffbeaccacce13f3812c3cfea13ad7b,computers_accessories,41,193,1,850,30,30,30
15109,3eecf102d2df42c5cf86822acd912e86,auto,58,2427,4,300,16,16,15
15110,4e4210d7d638f6e904297071820f08db,watches_gifts,59,305,1,550,16,2,11
15111,8084d3582278c047f32ce0b24a42869d,bed_bath_table,53,169,1,641,35,4,26
15112,fa9dc7c2009cded2c3956b704762d700,garden_tools,46,121,1,1100,26,8,26
15113,b532349fe46b38fbc7bb3914c1bdae07,furniture_decor,49,829,1,850,20,25,20
15114,946cde79b9ebdfcbd56c52a405cc54dc,,,,,1600,40,6,80
15115,aeaada71da15f2adff3012724f9f662b,toys,40,339,1,6500,60,41,41
15116,3846547667e1aa278c1d0259febee234,auto,60,903,5,2200,30,25,30
15117,056010e0e6196d99309275e1b2d12c80,stationery,57,303,1,250,16,6,11
15118,e469aee0b4bc4932389a283ab64b0860,auto,54,212,1,50,16,8,11
15119,492bcf01a7a40c8fe5c720574dc786b3,cool_stuff,60,1484,4,700,22,6,18
15120,ca49fa5bcc1635cbfcc8bd9b4ce93fdc,furniture_decor,42,413,1,450,41,8,31
15121,7f7da198305ad62091daf841ed6acc6e,cool_stuff,46,611,2,450,22,12,22
15122,04f982a576e5d149919df37e292fa79e,bed_bath_table,54,607,1,5800,58,50,49
15123,071930404657f7cd416f75bd063a9d4b,computers_accessories,58,1313,4,4300,26,2,38
15124,db5d54ce439fae2ae1f34749ab1acebd,computers_accessories,40,2502,1,200,39,9,11
15125,e40fa115d27ea4a80bf2136d5f0cfcd7,home_appliances,60,245,3,350,27,13,17
15126,27b2556bcb57fc7c3dcc241bde88c5e3,computers_accessories,44,574,1,717,35,19,19
15127,0ec96e6d31a1493b0475805c9ae1a0a2,furniture_decor,48,409,4,1450,24,18,18
15128,4316b712956314302c5d0aef9ed77c13,construction_tools_lights,54,1121,4,150,16,8,13
15129,924c635d837c240da3956f3c28c1e6f4,construction_tools_lights,44,921,1,700,16,19,16
15130,988117394d514cb9fb1b367714159a67,garden_tools,58,1378,1,3500,21,23,11
15131,1aa7397df05b60bd4c46fb61543b2ddf,furniture_decor,36,569,1,1050,30,30,30
15132,514261bb564657b9c123325f5af6bf4f,watches_gifts,56,836,1,450,16,11,20
15133,18fb792a3e767535d6627494950de29b,furniture_decor,56,418,4,900,32,24,14
15134,f5f8b37f379db82195a477981fdd5ccd,bed_bath_table,31,431,1,200,16,12,11
15135,1b81b1c311837fade3c68f1f191a15b8,sports_leisure,57,891,1,24600,31,14,11
15136,c7aa6e6a39fc78bf4285e9ec06823bd4,housewares,52,404,1,1350,25,10,20
15137,006baa9a5b8f95895f15273a35bc2664,sports_leisure,33,223,2,950,60,15,15
15138,64b488de448a5324c4134ea39c28a34b,stationery,49,177,3,1500,25,50,35
15139,e6a516eb66cb5fa9e8854ed738bea934,signaling_and_security,37,515,1,400,25,20,15
15140,3fc00af0f0a8d4ac2933d3900416c977,air_conditioning,59,624,5,2000,20,10,20
15141,9592ad22708397a628e1a616131ebbad,furniture_decor,31,335,2,900,30,8,23
15142,18fcba7b80899b08132793f3a71ac9db,baby,58,2142,5,19500,32,75,48
15143,13f036df9f7389d63ad22591b23e5d83,baby,51,827,1,5350,25,45,16
15144,a7c71ae3c8f9ee009eaf1bdcffa55012,auto,59,218,1,150,30,30,30
15145,577c6116dcce6a33261911b5225ac475,auto,56,719,6,5000,53,43,11
15146,10f2ada0cff82206dc9afa52ebac690b,books_general_interest,25,3655,1,500,16,22,15
15147,09b4afd6ff5a26a1e7538df4bd04a8d2,construction_tools_construction,58,510,7,8250,35,14,35
15148,61038607552ec7c9d5a534afcde11b4e,perfumery,38,263,1,125,23,13,23
15149,a4bc24bcb44abb54f2f6214991dcdab0,housewares,59,1104,2,1450,37,11,32
15150,f0a06cc25ae22358b10378bf4dafdf0a,baby,44,513,1,6450,62,35,52
15151,f524b3f36f5a7a8cecf77fd6083ad6fe,auto,60,651,5,2400,64,5,39
15152,8f51204e4a4b73030177a888b66fe910,computers_accessories,57,1024,1,450,16,2,11
15153,608e8b2a725333b7f6c8cec028b90698,bed_bath_table,56,1591,1,200,21,8,12
15154,64143bc1c8b26719d98b7b0ab8027ad9,home_construction,22,1590,1,1300,19,13,14
15155,1f58ebdc810e1d5c7cead7f763c27a94,bed_bath_table,51,421,1,550,30,5,25
15156,818b2f7d6fe6abc4575e94c7dcccfcc4,bed_bath_table,36,89,1,1200,67,11,47
15157,db24f4b59ec4a5a89de0203cc7ce4287,auto,53,295,3,150,24,2,17
15158,bd08d760237826c81c73fd4f6f391290,computers_accessories,37,499,2,150,23,2,17
15159,735b17533036ee19f4c943704271660a,health_beauty,49,1188,2,1400,42,11,12
15160,8615de1fb2a899d19d56e5ce1fd92312,furniture_decor,51,184,1,8550,40,32,40
15161,9e1260b3b3b06ad0be8cbbd26e4ec9fc,health_beauty,46,1581,1,400,24,17,17
15162,6c78bff5bec87601a4039b471189c489,bed_bath_table,60,307,2,1500,50,10,40
15163,77a42b3538a80ebe0556a6d9f3a40483,bed_bath_table,36,539,1,1500,30,15,20
15164,d10d49582dba25513691f61dec3a2d8a,sports_leisure,39,190,1,1058,28,23,22
15165,3a081630438070b86de554fac9edcc7a,bed_bath_table,54,909,1,900,25,5,25
15166,ed1c1bd7e59e3a26cfce3c9c8e7898ee,sports_leisure,43,458,1,500,57,14,14
15167,d37129f996d61f0584733221bbdb40bb,telephony,43,43,1,100,20,20,20
15168,bdc32991fd65235de59b26e8992e9b03,housewares,33,2775,3,1475,24,26,26
15169,064767e05dd710b14c4bf5f2d50c89b8,pet_shop,47,84,6,1000,20,25,16
15170,b59b3f2a8ef323e661a925415545ed98,sports_leisure,43,1440,1,2300,31,37,31
15171,56be1c4161cca988cfebc66dc35b4feb,housewares,50,393,2,2000,41,20,27
15172,0a27cbaaeacef635e4aa37885a1e5e93,consoles_games,44,304,1,525,19,19,19
15173,f95dcd7b0926e47d0f20a9050aea2e9e,electronics,58,2053,3,1535,49,8,21
15174,7f7e18140feaf2c2e3f17fb65825564d,furniture_decor,59,296,1,250,62,40,12
15175,e18a4f01146e302c11c4ae7a99dd349e,sports_leisure,53,883,1,228,18,11,17
15176,dcf00c265f631025da14f1a5850bacb7,furniture_decor,63,406,3,1300,26,8,22
15177,457fc93046a766588b762befecf52898,health_beauty,52,1649,1,200,22,5,15
15178,e64e4ef7b809314306d9c09635d8cd30,pet_shop,59,1453,1,600,20,20,20
15179,8cf897d3f22f0f721c4c5ba6d5708684,air_conditioning,50,367,2,7550,45,50,20
15180,ead6d52e3dc075669af5d7a1958b0f07,toys,35,729,2,1400,20,20,20
15181,5c5585c687a0293f10bb748c13cacc71,computers_accessories,51,194,1,214,18,14,13
15182,a868da030ed45f5ae334023aea5273ed,home_construction,57,354,1,2850,30,30,30
15183,5146869b3abf654c4b84ef84bebb8d9c,health_beauty,56,564,1,200,20,30,20
15184,9dfb2984ab775b6175202b9e9e678641,housewares,41,859,3,750,16,16,16
15185,c5a00e7e34e45fe4c79a38d102248b48,baby,38,820,3,275,16,11,11
15186,b9e88d457e276521ccb0b226f2f8f18f,fashion_bags_accessories,27,206,4,150,18,9,11
15187,f3b5bbdfd20be94cc96583501d2819ce,health_beauty,39,1572,1,400,30,10,17
15188,6bda6606bb4db26fb219523d6fd40869,fashion_bags_accessories,40,508,3,250,16,5,11
15189,506d34b59d14e8b54ca767f075417db3,housewares,55,699,3,600,18,11,25
15190,6f059a5e46fe4a3903ea525124d77b49,toys,56,691,3,4250,77,12,29
15191,30c908162a2a83ddecc5486536da2de5,auto,55,917,2,696,16,14,13
15192,ce6d72662579b6ba14f652d777c373d1,electronics,50,422,1,125,22,11,16
15193,a6fb3c4f1816d9e2f52ff88e46c114f2,auto,53,772,1,2700,38,4,38
15194,799762a3dc75b6d2078a33596d69833c,sports_leisure,46,268,3,605,47,12,29
15195,c9c364f8f671ccd1d92b3e227fb1bc88,home_confort,60,162,1,3300,20,30,46
15196,62f5caa3d09aa499e778927db65547eb,computers_accessories,47,1112,6,1150,45,11,11
15197,50142ec1faa11eb5a756baf3020128e8,health_beauty,23,206,1,2245,23,17,17
15198,e2a73ef4fc3f78da8824aaec109a2676,office_furniture,43,2139,1,15700,58,28,58
15199,75fd4b482095ed05dd23030260e65300,bed_bath_table,55,455,2,3250,37,10,40
15200,33f789f4b4fa74053af0199658b78853,computers_accessories,30,385,1,480,27,16,15
15201,a6522002275496708586383f7f137ee4,furniture_decor,60,281,2,1350,30,5,45
15202,1b14ba724d4ad3094f074ca9b36aae05,electronics,38,392,1,1400,33,12,26
15203,5ae42f9d8352b9edd11800ebd575f4f7,auto,56,1371,4,2450,30,20,11
15204,0e122649ef24efa2051127c4018b13e5,signaling_and_security,41,1243,2,10200,16,45,53
15205,c31ab3cbecdabf9d526d56d47a26c21a,pet_shop,30,684,1,6950,50,19,42
15206,571547781b09e0d5b1b0fe849e41728d,luggage_accessories,60,957,7,1550,30,50,20
15207,6eb6618376baf873225738ce4fe760ac,bed_bath_table,44,331,1,300,36,6,26
15208,6b2b9f5f0a28682d6e4912563426b64f,health_beauty,54,137,1,507,20,13,16
15209,3c8041a9d648cdef50442943c497be4c,sports_leisure,50,581,2,650,20,20,20
15210,4f022f25583cfbf04bcd98995aee6a66,housewares,37,904,4,13850,50,17,50
15211,5a2a2db3896d33beec6828b898812ad5,,,,,200,16,2,11
15212,d1c2619dd30b8bc3c63f18ca9692660a,housewares,58,786,2,2600,24,19,24
15213,a5e242d7d26774906928c7c4aa3916bd,housewares,36,694,1,75,11,23,11
15214,b6813bc6cbb96c27b585f558d5b5af4b,sports_leisure,51,833,1,750,16,16,16
15215,3589d24a1230be423827a1c139584dff,furniture_decor,52,257,1,22183,52,41,52
15216,b82c087ce7b4aa8d1d1e7241b0cd666a,cool_stuff,43,1520,1,2000,28,36,27
15217,5038cd913f549498c7e7251739050b0e,cool_stuff,58,302,3,100,16,3,23
15218,48a731e170c51eecded8082b9ba71c65,sports_leisure,60,1017,5,267,14,19,16
15219,96717b4e4fba4d6fa1c3d179482afbe7,electronics,40,399,1,300,25,7,16
15220,8580e348f827bc4699d12de9afc2305f,market_place,44,1121,4,300,20,22,20
15221,e5403f78625641d4ae41af599772fbfd,perfumery,41,306,1,366,17,14,16
15222,ac4d8b40fc57f2366c3df122fbc2d353,construction_tools_construction,35,1275,3,400,27,11,16
15223,ce6184189a523c1eb5fe5113061780b9,sports_leisure,59,385,1,1440,23,22,11
15224,f6c72bd6698b579815c80bc85ab5ae14,small_appliances,58,909,1,5150,41,26,37
15225,3fde071523d485031f4f0fc9fe1c42e4,construction_tools_lights,57,1380,1,1650,34,33,11
15226,93c480c7d11c68ba0a71e850da61b674,computers_accessories,42,458,4,300,16,4,20
15227,023473d9db1c319f2bcd010e043b2ba2,furniture_decor,41,411,2,18050,51,8,51
15228,49c95423c53618d42621bd07c1d1bfb6,auto,53,60,4,50,16,18,14
15229,eacafb130c0b9e628640cf86bc28475f,toys,50,220,1,300,45,15,35
15230,82d93a866d059bc63b08da7f955a13f7,watches_gifts,42,985,1,450,20,12,20
15231,cc2de3090e4e70b255499285f2d72735,stationery,48,254,3,300,24,7,14
15232,df3ad3f81d16c72bccc160c5c81e40d3,telephony,57,1311,2,50,18,6,11
15233,907215e5a3f79b3afa2d846c6209760e,housewares,60,950,4,1205,35,9,35
15234,b29f3f48c076dfcdc3e055b93874657f,market_place,32,2770,1,1150,25,28,13
15235,3ff81cd0e0861e991bb0106c03c113ca,toys,63,2314,8,600,21,14,21
15236,864413ca56c2bcea359a213956a922c0,auto,57,3814,2,3767,32,23,26
15237,bd2b6d27ce6d89e2443970dc53f6d684,computers_accessories,60,813,1,1200,23,17,28
15238,4f130a13e2dd77a6f88f31e7addcec0c,bed_bath_table,53,356,2,500,50,10,45
15239,06ab916413a6a9c4813408f7a72fd953,health_beauty,39,1803,1,365,20,11,15
15240,caf1ca4c82e6ab734903a3407795f556,computers_accessories,56,732,3,225,16,13,11
15241,06944e4b10483df8e37fe55990a0ba15,housewares,55,1776,1,550,42,11,23
15242,257452f5af0c5b1bda43fecc770f335c,watches_gifts,29,324,1,675,17,11,16
15243,41315ed74df21b8ba3b9e4a8738b43f8,sports_leisure,58,1156,1,3354,25,25,19
15244,cf1709a941039d6e24f0dde0978570de,auto,48,861,3,550,20,6,13
15245,c234674e4e175c7be49f4412f97c1248,auto,30,952,5,4850,23,50,23
15246,0485eb91cf4786a456d0b61ef9d9183e,fashion_bags_accessories,36,245,3,100,18,9,11
15247,d059a71823fafe40e36dc1b9d7fa7819,home_construction,61,707,1,3000,30,35,30
15248,103cc8c441a717d9a54fca312ae8ec3c,watches_gifts,59,602,2,225,16,14,14
15249,f6f1af8bef22ed40d530548c79bbe953,garden_tools,55,1046,4,6033,29,36,38
15250,c3b271f47e73d0c9ccf1b43b7606c705,furniture_decor,59,473,1,600,30,3,20
15251,5197d46c6bc54f44ffacac72c9864161,construction_tools_construction,45,141,5,8600,60,20,40
15252,520aadbf40e95a61ec8d4f2f377ff3b0,furniture_decor,48,2166,2,600,68,8,13
15253,3c3d244942b424b931c33f1ddc122b80,pet_shop,31,612,1,122,17,10,14
15254,16d096faa27582985f849f08370cf1ed,agro_industry_and_commerce,50,1153,1,4050,11,18,10
15255,0d3ae9775bb6537884a4cf722b258d83,stationery,59,672,5,750,25,13,21
15256,def59eb2e17b32b980b5341984f6b500,pet_shop,50,365,3,300,24,12,12
15257,f4e6bfb807b4a576105982a590147673,bed_bath_table,54,624,2,367,48,4,40
15258,88821a8093b316b2679fd44c828a31c2,bed_bath_table,43,1091,3,500,36,8,38
15259,7b8603501af310bf297351a4cc8cd3a5,sports_leisure,36,642,1,300,20,7,14
15260,68a14625f4764ec39cf9d252421e35af,sports_leisure,50,476,1,500,20,6,15
15261,6b770b5934dbdb29064efdf34bfa6cf5,sports_leisure,53,492,1,750,35,20,20
15262,f8c2617f62d3371e14acbe60d9483482,health_beauty,29,455,1,450,20,6,15
15263,6e5903fa584754f29471f356634b6334,musical_instruments,56,78,5,150,16,2,11
15264,9805b37a2e4983fb5dbb5c8168590c44,industry_commerce_and_business,47,563,2,2138,77,26,18
15265,fc1d8637c0268af3db482c14b7ef8e75,bed_bath_table,60,269,1,1700,34,7,32
15266,8ad94542132b0e6ff0bc2fd20bf4353a,health_beauty,51,625,1,2000,30,12,16
15267,ad2cfa7f56da484302e01318376548a3,baby,42,357,1,2950,30,10,40
15268,23c8673349e70f9408b2d15865532c53,health_beauty,63,580,5,1200,40,11,18
15269,011c2759ca1a29c74ecd8bfa48d0ac14,housewares,58,897,2,450,20,10,20
15270,fd60771c56d987cda1dc0169f4452e65,auto,59,1066,5,100,24,2,17
15271,8ef18e8943b9f07649b045b72df449cb,toys,57,892,3,5200,48,27,18
15272,d6fcbd88428353e7eb9584e8cc51afc0,health_beauty,42,690,1,100,16,22,24
15273,9da6103ec4dd99a41f398b561ddf8876,housewares,55,432,1,1600,48,48,33
15274,c935bc1beb7be8accee684358fb0d47f,musical_instruments,56,463,5,5350,47,23,25
15275,15994dc9c5505e5feb9780945ed1cc8a,pet_shop,51,1294,5,9850,16,72,92
15276,2be252f11ad496bf9d981165c040af65,pet_shop,47,556,1,1500,20,30,30
15277,701cfdaf6cb0e11a4200ec31fab1997e,furniture_decor,32,420,6,1067,34,12,29
15278,8cc939634b5bc1029a1aa5fe945b8666,sports_leisure,24,1114,1,667,25,10,23
15279,fc5428e8e3dbc80bf96f681ed2e95026,perfumery,47,608,1,500,20,10,16
15280,a2a61ecd4e916c3ff787c137d23957bb,housewares,58,782,1,3100,30,40,40
15281,12d73d80462aa0c73d8a6a9f77e127f0,bed_bath_table,54,370,1,1650,47,21,41
15282,681ce53bc951dd4db1480c44ae271d00,audio,60,1160,3,725,17,13,14
15283,7e1597b3d802cadc921c6a182ff5926f,computers_accessories,57,777,4,150,16,5,11
15284,adf7fe64dc8fd20f0926f6f20b47de7f,sports_leisure,23,2340,1,150,20,18,20
15285,adc73ebfe461a4ec51e1b5b3338eca22,pet_shop,25,132,1,900,40,30,20
15286,7ff191f993bba082a0f6a643749d9f4b,health_beauty,39,732,4,150,20,17,22
15287,7b44e5ea770ef06810f5df89006cc8b2,electronics,57,989,4,4100,20,15,13
15288,71e239fbeffa264767d6a1210b933e02,fashion_bags_accessories,48,357,5,150,16,9,11
15289,ebad2408485504e930678ed1af88790f,dvds_blu_ray,42,672,1,200,20,2,14
15290,bc0246e1fa0a21cfceaed952d3e9cd38,auto,56,247,6,850,30,5,20
